eps,eta,N_LZ,Tstat_LZ,N_XNT,Tstat_XNT,N_PANDA,Tstat_PANDA
-3.0,-1.5707963267948966,797.281495014289,65.82154578697357,404.3842056293093,65.66451001412176,129.12020274966937,64.69192334614853
-2.6658714488230206,-1.5707963267948966,656.095544971195,65.01326402166907,332.60683843794766,64.76991095854054,105.09698319722706,63.00669135588263
-2.368956860549917,-1.5707963267948966,541.7796096661168,64.03701173727015,274.3456213644418,63.65933025205334,86.48329759271176,60.59594209541237
-2.1051114860111477,-1.5707963267948966,447.07301399201924,62.83103207077193,226.27627137645987,62.251316524671836,71.07052006750065,56.92547997479559
-1.8706522023821734,-1.5707963267948966,367.2917696368403,61.303995529959266,185.8439059337952,60.40664708084315,58.243959235337414,51.69674809450092
-1.6623060990028473,-1.5707963267948966,299.5771075162056,59.32639714458292,151.41721694291445,57.903421317258676,47.426933236084295,45.091320972395906
-1.4771647895120215,-1.5707963267948966,241.68534648901877,56.69053462250293,122.24984469919177,54.436521699591694,38.261803169312344,37.67528549975883
-1.3126438125222553,-1.5707963267948966,192.779861320307,53.13575071301878,97.59367777372228,49.57483394515587,30.527703920836572,30.08983597499245
-1.166446554092426,-1.5707963267948966,152.70388390435284,48.42654918175778,77.16337788199696,43.03615383129383,24.084317768305553,22.906991401847044
-1.0365321883776653,-1.5707963267948966,119.78077265387849,42.20925095327177,60.642754664464704,35.10780071118208,18.899202437277957,16.662016493428407
-0.9210871889273549,-1.5707963267948966,93.54491752854706,34.5577383868019,47.30059708867721,26.530292436348784,14.805395505507171,11.560351167714487
-0.8185000129460304,-1.5707963267948966,72.7595389657383,25.952584027904543,36.81906473205764,18.46340174004579,11.489407688718739,7.4533596637095
-0.7273386051246984,-1.5707963267948966,56.630352975998086,17.505804445013307,28.63579296050901,11.641167933205196,8.963106368741325,4.476684226683113
-0.6463304070095649,-1.5707963267948966,44.14962672244236,10.228503926855108,22.35132339022566,6.470391750758301,6.984692659207677,2.375591466336297
-0.5743445928509872,-1.5707963267948966,34.72316034229408,4.891861964009915,17.561657142726347,2.963913824381717,5.504222541550369,1.0633949071630635
-0.5103762839557767,-1.5707963267948966,27.67005318797078,1.6272120087193431,13.98868437098285,0.9539255265814723,4.382682441747416,0.33273029619142674
-0.4535325211846986,-1.5707963267948966,22.472352566545947,0.18556786937317168,11.365402452260106,0.10663546390584717,3.5642187716098057,0.036548998893276556
-0.40301979977966995,-1.5707963267948966,18.733768905048777,0.08424698125486701,9.474204880487218,0.04771178188704275,2.9736089031432478,0.016232720668713646
-0.35813299251433084,-1.5707963267948966,16.116762090229876,0.7584673902389596,8.150996827968632,0.42411313801901657,2.56051374057291,0.14260826190249962
-0.3182455065418344,-1.5707963267948966,14.355080340913817,1.7082195780619223,7.261989983297927,0.9462918390686504,2.2846282851745943,0.3147529213679487
-0.2828005365353655,-1.5707963267948966,13.244533782560232,2.574849701654646,6.700009203347826,1.4199030081031945,2.1087333055185846,0.4709798399969899
-0.2513032920204875,-1.5707963267948966,12.623132353354999,3.1683857042021164,6.3828988514302605,1.7455755898159782,2.007787843972429,0.5799425142588551
-0.22331409039755062,-1.5707963267948966,12.361134412254016,3.444728326317091,6.247520881480113,1.8988910105001602,1.9647542131288604,0.631138181533173
-0.19844221923690444,-1.5707963267948966,12.357122027266746,3.4490870122928734,6.244359640079451,1.902578418234112,1.9646948113986349,0.631210906595998
-0.17634048216824733,-1.5707963267948966,12.533991934441337,3.260597595715557,6.334528755195315,1.7993338264510887,1.9942755024682837,0.5957004035700696
-0.15670035222800524,-1.5707963267948966,12.834020571466292,2.9574583367603395,6.488023855213058,1.6325519399202961,2.0430386818576127,0.5401650112156462
-0.13924766500838334,-1.5707963267948966,13.214176473052662,2.601919476473571,6.682213238340671,1.436994863478311,2.10363357856595,0.4761272533382192
-0.12373879148704055,-1.5707963267948966,13.642408762162464,2.237336208444007,6.900350335747146,1.2366883509578936,2.171103586553055,0.41094380674731795
-0.10995723711238882,-1.5707963267948966,14.094943212233554,1.89064307404414,7.13022307878847,1.0463489523006402,2.2420397250307382,0.34893968416275817
-0.09771061966979347,-1.5707963267948966,14.554333414655193,1.5764274697635734,7.363042287381863,0.8738239841459097,2.3139929629139817,0.2924530459961123
-0.0868279837415025,-1.5707963267948966,15.008015163572537,1.300842110396891,7.592583276959457,0.7223688989135829,2.3851550795347665,0.24253951588732256
-0.07715741427178036,-1.5707963267948966,15.447194947343544,1.064733333256598,7.814541923838442,0.592401009680362,2.4541982153707957,0.1994309957907335
-0.06856391592404971,-1.5707963267948966,15.865974655251312,0.8658998379950439,8.026053802807239,0.4827251640173236,2.5201824496800915,0.16285025576107676
-0.06092752862714207,-1.5707963267948966,16.2606563015476,0.7006094154928648,8.22533219858675,0.3913384932620624,2.5824858956846772,0.13223333300511217
-0.0541416530048151,-1.5707963267948966,16.629190882205464,0.5645555277347483,8.411392577024124,0.3159321464528618,2.6407421757152023,0.10688378940071185
-0.04811156231253989,-1.5707963267948966,16.970744800179283,0.4534220245851618,8.583841103006899,0.254187092377027,2.694783385289337,0.0860739477759903
-0.04275308010908995,-1.5707963267948966,17.285362107959987,0.3631887168839013,8.742711729851095,0.20393555706269945,2.744590101939823,0.06910612502945399
-0.0379914052040221,-1.5707963267948966,17.573704114963814,0.29027369010207243,8.88834083817135,0.16323792269074633,2.7902496426962293,0.05534548075100568
-0.03376006747802295,-1.5707963267948966,17.836850746551686,0.23157774347754137,9.02127124142936,0.1304085259671949,2.831922646779723,0.04423405029483844
-0.03,-1.5707963267948966,18.0761506556285,0.1844736444304177,9.142179262562097,0.10401215504093309,2.8698172152372545,0.03529317143619993
0.03,-1.5707963267948966,22.589344742843444,0.20396308880664166,11.42589610534807,0.1175097805888046,3.5829408972770875,0.040262041932047424
0.03376006747802295,-1.5707963267948966,22.915771720745234,0.2593804373011845,11.591153669457917,0.14964737899224817,3.634501614387448,0.05133601216553875
0.0379914052040221,-1.5707963267948966,23.289289137497835,0.3299452855255616,11.780235564089288,0.1906612006301978,3.693524896188344,0.06550257221835287
0.04275308010908995,-1.5707963267948966,23.71745617983583,0.41981249787279895,11.996955729638728,0.2430270044713654,3.7612215488484995,0.08364281090006469
0.04811156231253989,-1.5707963267948966,24.209226978505363,0.5342696356386651,12.245827606163537,0.3099147100542088,3.8390301677031125,0.10689448121756401
0.0541416530048151,-1.5707963267948966,24.775247542015613,0.6800356984239009,12.532212284120911,0.3953813734204914,3.9286653982101174,0.13672763765900223
0.06092752862714207,-1.5707963267948966,25.428223408364236,0.8656304664564569,12.862502699211502,0.5046157536834455,4.0321756840088785,0.17504152413012541
0.06856391592404971,-1.5707963267948966,26.183375682895363,1.1018252310758014,13.244353970425937,0.6442468759171482,4.152010795313913,0.22428702808976292
0.07715741427178036,-1.5707963267948966,27.059007052072506,1.4021828767962217,13.686973069262022,0.8227311105445578,4.2910983201098665,0.28761833683378285
0.0868279837415025,-1.5707963267948966,28.07720354379978,1.7836880923068317,14.201484691672858,1.0508339727977034,4.45292729986654,0.36907567636284766
0.09771061966979347,-1.5707963267948966,29.264701893493378,2.2674538552715937,14.801393853729854,1.3422228622018926,4.6416383868436535,0.47379901435862093
0.10995723711238882,-1.5707963267948966,30.653956234408415,2.8794639397252726,15.50316758743953,1.7141824080272396,4.862128575699299,0.6082746278024842
0.12373879148704055,-1.5707963267948966,32.28444272240074,3.6512681439515418,16.326954582708993,2.1884489349227607,5.120204558210287,0.7806339353501868
0.13924766500838334,-1.5707963267948966,34.20425216591622,4.620484341953988,17.297447538461952,2.792124459867715,5.422872834577292,1.001076908571874
0.15670035222800524,-1.5707963267948966,36.47205357229093,5.830883966158796,18.444866228997366,3.558561651698235,5.778927423815299,1.2825920222386373
0.17634048216824733,-1.5707963267948966,39.15959371368943,7.331763400443329,19.806017084188827,4.5280121287327795,6.2000010372313605,1.642224650058281
0.19844221923690444,-1.5707963267948966,42.355058063408364,9.176257469551578,21.42543948263763,5.747761632832329,6.701946974927337,2.1029275539591024
0.22331409039755062,-1.5707963267948966,46.16782014916408,11.418210371325237,23.356941926766844,7.271607395587422,7.3055429295313745,2.695020741005637
0.2513032920204875,-1.5707963267948966,50.73509186068089,14.107005756249734,25.666521869408964,9.159058029139388,8.034577067301656,3.4547043054363566
0.2828005365353655,-1.5707963267948966,56.23016600113203,17.279066961350917,28.438367160646315,11.475156761211197,8.911360282837002,4.418399500580056
0.3182455065418344,-1.5707963267948966,62.87003091967361,20.943955795776276,31.784328186654,14.290153924586484,9.958315697542806,5.62224892963584
0.35813299251433084,-1.5707963267948966,70.91968412633109,25.065048447510605,35.85080620560761,17.671392970151135,11.218499945433251,7.124772576876299
0.40301979977966995,-1.5707963267948966,80.69870178408088,29.54378368578523,40.810404872502566,21.654378428120967,12.770453411575279,9.025739029613934
0.4535325211846986,-1.5707963267948966,92.61055996546112,34.2245530719936,46.847078625251896,26.2036651200826,14.673082735895614,11.394881385395696
0.5103762839557767,-1.5707963267948966,107.1920252087939,38.91877844119102,54.199502107128104,31.21777113410756,16.95551551756515,14.248810980332003
0.5743445928509872,-1.5707963267948966,125.10173950690115,43.42312210039429,63.25291633688604,36.550526648311035,19.798309533037926,17.767879471602747
0.6463304070095649,-1.5707963267948966,147.09950505626912,47.55905426466367,74.42489032082715,41.90951548287805,23.30029931320362,21.98576476121172
0.7273386051246984,-1.5707963267948966,174.3099976082391,51.243006261584185,88.12268939119288,46.91234346899925,27.58395961066862,26.89868328762888
0.8185000129460304,-1.5707963267948966,208.07134249623647,54.437327180005255,105.21576992085855,51.35061165882755,32.93700686330168,32.57995171751615
0.9210871889273549,-1.5707963267948966,249.7383849513424,57.13518632857419,126.30176728423207,55.0311886262552,39.56388577490163,38.833725413913974
1.0365321883776653,-1.5707963267948966,301.88427425791235,59.4093007153344,152.6534814456011,58.016454301455454,47.75860972107423,45.327637790632856
1.166446554092426,-1.5707963267948966,366.60086481994983,61.287703861531206,185.36846887535572,60.37938125062048,58.040661213742766,51.59269212024111
1.3126438125222553,-1.5707963267948966,447.5882671639738,62.83904157132845,226.40528763325182,62.25600686271311,70.88392784104333,56.86620241478405
1.4771647895120215,-1.5707963267948966,548.8886576678367,64.11007001402848,277.6693771804268,63.736652714049676,86.9339298241205,60.674229360405235
